school_name,state,level,control,official_website,has_inclusive_access,program_name,cost_model,bookstore_partner,publishers_used,notes,source_urls,research_status
Trinity Valley Community College,TX,4-year,public,https://www.tvcc.edu,yes,Inclusive Access / First Day (varies by college),"Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by college (e.g. $21/cr Lone Star STAR Bundle, HCC First Day/BN, TCC Plus)",Various (BN / Follett / campus),Various; digital via LMS; also ZTC/OER courses,TX CC system. Various IA models by college. Lone Star STAR Bundle $21/cr. HCC First Day/BN + ZTC/OER. TCC Plus/First Day. Auto-enrolled. Opt-out.,https://lonestar.edu; https://hccs.edu; https://tccd.edu,done
Tyler Junior College,TX,4-year,public,https://www.tjc.edu,yes,Inclusive Access / First Day (varies by college),"Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by college (e.g. $21/cr Lone Star STAR Bundle, HCC First Day/BN, TCC Plus)",Various (BN / Follett / campus),Various; digital via LMS; also ZTC/OER courses,TX CC system. Various IA models by college. Lone Star STAR Bundle $21/cr. HCC First Day/BN + ZTC/OER. TCC Plus/First Day. Auto-enrolled. Opt-out.,https://lonestar.edu; https://hccs.edu; https://tccd.edu,done
Universal Technical Institute of Texas Inc.,TX,2-year,private_forprofit,https://www.uti.edu,no,N/A,Traditional purchase or materials included in tuition; small/specialty institution,Various / N/A,Various,Small/specialty/for-profit institution in TX. No formal inclusive access program found.,N/A,done
Universal Technical Institute-Dallas Fort Worth,TX,2-year,private_forprofit,https://www.uti.edu,no,N/A,Traditional purchase or materials included in tuition; small/specialty institution,Various / N/A,Various,Small/specialty/for-profit institution in TX. No formal inclusive access program found.,N/A,done
Universal Technical Institute-West Texas,TX,2-year,private_forprofit,https://www.uti.edu,no,N/A,Traditional purchase or materials included in tuition; small/specialty institution,Various / N/A,Various,Small/specialty/for-profit institution in TX. No formal inclusive access program found.,N/A,done
University of Dallas,TX,4-year,private_nonprofit,https://udallas.edu,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,Various (BN / Follett / campus),Various; digital via LMS,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.,N/A,done
University of Houston,TX,4-year,public,https://www.uh.edu,yes,Cougar Textbook Access Program (CTAP),Flat per-term fee; UG; opt-out; piloted then permanent Spring 2022; saved millions,Follett,Various; Follett,CTAP. Flat per-term fee. UG. Opt-out. Permanent since Spring 2022. Saved millions. UH-Downtown has GTAP (flat fee UG+grad opt-out).,https://uh.edu; https://uhsystem.edu; https://follett.com,done
University of Houston-Clear Lake,TX,4-year,public,https://www.uhcl.edu,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,Various (BN / Follett / campus),Various; digital via LMS,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.,N/A,done
University of Houston-Downtown,TX,4-year,public,https://www.uhd.edu,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,Various (BN / Follett / campus),Various; digital via LMS,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.,N/A,done
University of Houston-Victoria,TX,4-year,public,https://uhv.edu,yes,Inclusive Access / First Day (varies by college),"Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by college (e.g. $21/cr Lone Star STAR Bundle, HCC First Day/BN, TCC Plus)",Various (BN / Follett / campus),Various; digital via LMS; also ZTC/OER courses,TX CC system. Various IA models by college. Lone Star STAR Bundle $21/cr. HCC First Day/BN + ZTC/OER. TCC Plus/First Day. Auto-enrolled. Opt-out.,https://lonestar.edu; https://hccs.edu; https://tccd.edu,done
University of Mary Hardin-Baylor,TX,4-year,private_nonprofit,https://go.umhb.edu,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,Various (BN / Follett / campus),Various; digital via LMS,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.,N/A,done
University of North Texas,TX,4-year,public,https://www.unt.edu,partial,Access Day One (AD1) pilot,Course fee; significantly less than market; pilot under review,BN College,BN First Day; various; OER via Open Textbook Network,2018-2019 pilot. Currently under review. Joined Open Textbook Network 2016.,https://unt.edu; https://bncollege.com/unt,done
University of North Texas Health Science Center,TX,4-year,public,https://www.unthsc.edu,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,Various (BN / Follett / campus),Various; digital via LMS,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.,N/A,done
University of North Texas at Dallas,TX,4-year,public,https://untdallas.edu,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,Various (BN / Follett / campus),Various; digital via LMS,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.,N/A,done
University of Phoenix-Texas,TX,4-year,private_forprofit,https://www.phoenix.edu,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,Various (BN / Follett / campus),Various; digital via LMS,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.,N/A,done
University of St Thomas,TX,4-year,private_nonprofit,https://www.stthom.edu,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,Various (BN / Follett / campus),Various; digital via LMS,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.,N/A,done
University of Texas Southwestern Medical Center,TX,4-year,public,https://www.utsouthwestern.edu,no,N/A,Traditional purchase or materials included in tuition; small/specialty institution,Various / N/A,Various,Small/specialty/for-profit institution in TX. No formal inclusive access program found.,N/A,done
University of the Incarnate Word,TX,4-year,private_nonprofit,https://www.uiw.edu,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,Various (BN / Follett / campus),Various; digital via LMS,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.,N/A,done
Vernon College,TX,2-year,public,https://www.vernoncollege.edu,yes,Inclusive Access / First Day (varies by college),"Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by college (e.g. $21/cr Lone Star STAR Bundle, HCC First Day/BN, TCC Plus)",Various (BN / Follett / campus),Various; digital via LMS; also ZTC/OER courses,TX CC system. Various IA models by college. Lone Star STAR Bundle $21/cr. HCC First Day/BN + ZTC/OER. TCC Plus/First Day. Auto-enrolled. Opt-out.,https://lonestar.edu; https://hccs.edu; https://tccd.edu,done
Vet Tech Institute of Houston,TX,2-year,private_forprofit,https://www.vti.edu,no,N/A,Traditional purchase; small/specialty institution,Various / N/A,Various,Small/specialty/private institution. No formal inclusive access program found.,N/A,done
Victoria College,TX,2-year,public,https://www.victoriacollege.edu,yes,Inclusive Access / First Day (varies by college),"Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by college (e.g. $21/cr Lone Star STAR Bundle, HCC First Day/BN, TCC Plus)",Various (BN / Follett / campus),Various; digital via LMS; also ZTC/OER courses,TX CC system. Various IA models by college. Lone Star STAR Bundle $21/cr. HCC First Day/BN + ZTC/OER. TCC Plus/First Day. Auto-enrolled. Opt-out.,https://lonestar.edu; https://hccs.edu; https://tccd.edu,done
Wade College,TX,4-year,private_forprofit,https://www.wadecollege.edu,no,N/A,Traditional purchase; small/specialty institution,Various / N/A,Various,Small/specialty/private institution. No formal inclusive access program found.,N/A,done
Wayland Baptist University,TX,4-year,private_nonprofit,https://www.wbu.edu,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,Various (BN / Follett / campus),Various; digital via LMS,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.,N/A,done
Weatherford College,TX,4-year,public,https://www.wc.edu,yes,Inclusive Access / First Day (varies by college),"Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by college (e.g. $21/cr Lone Star STAR Bundle, HCC First Day/BN, TCC Plus)",Various (BN / Follett / campus),Various; digital via LMS; also ZTC/OER courses,TX CC system. Various IA models by college. Lone Star STAR Bundle $21/cr. HCC First Day/BN + ZTC/OER. TCC Plus/First Day. Auto-enrolled. Opt-out.,https://lonestar.edu; https://hccs.edu; https://tccd.edu,done
West Coast University-Texas,TX,4-year,private_forprofit,https://westcoastuniversity.edu,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,Various (BN / Follett / campus),Various; digital via LMS,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.,N/A,done
West Texas A & M University,TX,4-year,public,https://www.wtamu.edu,yes,First Day / Eagle Book Bundle (TAMU system),Per-course/program; varies by campus; BN/rental; opt-out,Barnes & Noble College / campus stores,Various; BN; rental/digital,TAMU system. Varies by campus. BN First Day / Eagle Book Bundle. Per-course/program. Opt-out. TAMU-CC does not use IA.,https://tamus.edu; https://bncollege.com,done
Western Technical College,TX,4-year,private_forprofit,https://www.westerntech.edu,no,N/A,Traditional purchase; small/specialty institution,Various / N/A,Various,Small/specialty/private institution. No formal inclusive access program found.,N/A,done
Western Technical College,TX,4-year,private_forprofit,https://www.westerntech.edu,no,N/A,Traditional purchase; small/specialty institution,Various / N/A,Various,Small/specialty/private institution. No formal inclusive access program found.,N/A,done
Western Texas College,TX,2-year,public,https://www.wtc.edu,yes,Inclusive Access / First Day (varies by college),"Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by college (e.g. $21/cr Lone Star STAR Bundle, HCC First Day/BN, TCC Plus)",Various (BN / Follett / campus),Various; digital via LMS; also ZTC/OER courses,TX CC system. Various IA models by college. Lone Star STAR Bundle $21/cr. HCC First Day/BN + ZTC/OER. TCC Plus/First Day. Auto-enrolled. Opt-out.,https://lonestar.edu; https://hccs.edu; https://tccd.edu,done
