school_name,state,city,control,level,enrollment,has_ia_program,ia_program_name,ia_cost_model,ia_price,ia_opt_out,bookstore_partner,publishers_platforms,oer_program,source_url,source_type,verification_date,confidence,notes
Beyond 21st Century Beauty Academy,CA,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Angeles Institute,CA,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Paul Mitchell the School-Temecula,CA,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
TIGI Hairdressing Academy Guilford,CT,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
International Institute of Cosmetology,CT,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Emerald Coast Technical College,FL,,public,less_than_2_year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,University or community college. Various IA models common. Per-course. Opt-out.
American Academy of Cosmetology,FL,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Summit Salon Academy,FL,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Summit Salon Academy-Gainesville,FL,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Tenaj Salon Institute,FL,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Profile Institute of Barber-Styling,GA,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Keune Academy by 124,GA,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Paul Mitchell the School-Twin Falls,ID,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Paul Mitchell the School-Normal,IL,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Aveda Fredric's Institute-Indianapolis,IN,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Summit Salon Academy,IN,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Eric Fisher Academy,KS,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
My Le's Beauty College,LA,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Blackstone Valley Vocational Regional School District,MA,,public,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Southern Worcester County Regional Vocational School District,MA,,public,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
L'esprit Academy,MI,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Marketti Academy of Cosmetology,MI,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Montana Academy of Salons,MT,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
National Career Institute,NJ,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Paul Mitchell the School-Albuquerque,NM,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
International Academy of Style,NV,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
EDP School,NY,,private_nonprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Institute of Culinary Education,NY,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
The Salon Professional Academy-Tonawanda,NY,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Paul Mitchell the School-NYC,NY,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Four County Career Center,OH,,public,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Somerset County Technology Center,PA,,public,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Metro Beauty Academy,PA,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Academy for Careers and Technology,SC,,public,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Love Beauty School Inc,TN,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
DuVall's School of Cosmetology,TX,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Texas Beauty College,TX,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Avenue Five Institute,TX,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
The Salon Professional Academy-Lewisville,TX,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Renaissance Academie,UT,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
